aic,atc
047754256,2AA2D
047754268,2AA2D
047754270,2AA1A01
047754282,2AA1A01
047754294,2AA1A01
047754306,2AA1B01
047754318,2AA1B01
047754320,2AA1B01
047754332,2AA1B01
047754344,2AA1B01
047754357,2AA1B01
047754369,2AA1B01
047754371,2AA1B01
047754383,2AA1B01
047754395,2AA2A
047754407,2AA2A
047754419,2AA2A
047754421,2AA2A
047754433,2AA2A
047754445,2AA2A
047754458,2AA2A
047759194,2AA2C
047759206,2AA2C
047759218,2AA2C
047759220,2AA2C
047759232,2AA2C
047759244,2AA3C
047759257,2AA3C
047759269,2AA3C
047759271,2AA3C
047759283,2AA3C
047759295,2AA3C
047759307,2AA3C
047759319,2AA1A03
047759321,2AA1A03
047759333,2AA1A03
047759345,2AA1A03
047759358,2AA1A03
047759360,2AA1A03
047759372,2AA1A03
047759384,2AA1B03
047763053,2AA1A03
047763065,2AA1A03
047763077,2AA1B03
047763089,2AA1B03
047763091,2AA1B03
047763103,2AA1B03
047763115,2AA1B03
047763127,2AA1B03
047763139,2AA1B03
047763141,2AA1B03
047763154,2AA2C
047763166,2AA2C
047763178,2AA2C
047763180,2AA2C
047763192,2AA2C
047763204,2AA2C
047763216,2AA2C
047763228,2AA2C
047763230,2AA3C
047763242,2AA3C
047771530,2AA3C
047771542,2AA3C
047771555,2AA3C
047771567,2AA3C
047771579,2AA3C
047771581,2AA3C
047771593,2AA1A04
047771605,2AA1A04
047771617,2AA1A04
047771629,2AA1A04
047771631,2AA1A04
047771643,2AA1A04
047771656,2AA1B04
047771668,2AA1B04
047771670,2AA1B04
047771682,2AA1B04
047771694,2AA1B04
047771706,2AA1B04
047771718,2AA1B04
047771720,2AA1B04
047775756,2AA3D
047775768,2AA3D
047775770,2AA3D
047775782,2AA3D
047775794,2AA3D
047775806,2AA3D
047775818,2AA3D
047775820,2AA3D
047775832,2AA3D
047775844,2AA3D
047775857,2AA3D
047775869,2AA3D
047775871,2AA3D
047775883,2AA3D
047775895,2AA3D
047775907,2AA3D
047775919,2AA3D
047775921,2AA3D
047775933,2AA3D
047775945,2AA3D
047775958,2AA3D
047775960,2AA3D
047782432,2AA3C
047782444,2AA3C
047782457,2AA3C
047782469,2AA3C
047782471,2AA3C
047782483,2AA1B04
047782495,2AA1B04
047782507,2AA1B04
047782519,2AA1B04
047782521,2AA1B04
047782533,2AA1B04
047782545,2AA1B04
047782558,2AA1B04
047782560,2AA1B04
047782572,2AA1B04
047782584,2AA1B04
047782596,2AA1B04
047782608,2AA1B04
047782610,2AA1B04
047782622,2AA1B04
047782634,2AA2D
047787142,2AA2C
047787155,2AA2C
047787167,2AA2C
047787179,2AA2C
047787181,2AA2C
047787193,2AA2C
047787205,2AA2C
047787217,2AA2C
047787229,2AA3C
047787231,2AA3C
047787243,2AA3C
047787256,2AA3C
047787268,2AA3C
047787270,2AA3C
047787282,2AA3C
047787294,2AA1A03
047787306,2AA1A03
047787318,2AA1A03
047787320,2AA1A03
047787332,2AA1A03
047794250,2AA1B04
047794262,2AA1B04
047794274,2AA1B04
047794286,2AA1B04
047794298,2AA1B04
047794300,2AA1B04
047794312,2AA1B04
047794324,2AA1B04
047794336,2AA1B04
047794348,2AA2D
047794351,2AA2D
047794363,2AA2D
047794375,2AA2D
047794387,2AA2D
047794399,2AA2D
047794401,2AA2D
047794413,2AA1A01
047794425,2AA1B01
047794437,2AA1B01
047800560,2AA2C
047800572,2AA2C
047800584,2AA2C
047800596,2AA2C
047800608,2AA3C
047800610,2AA3C
047800622,2AA3C
047800634,2AA3C
047800646,2AA3C
047800659,2AA3C
047800661,2AA3C
047800673,2AA1A04
047800685,2AA1A04
047800697,2AA1A04
047800709,2AA1A04
047800711,2AA1A04
047800723,2AA1A04
047800735,2AA1A04
047800747,2AA1A04
047800750,2AA1A04
047814140,2AA1B03
047814153,2AA1B03
047814165,2AA1B03
047814177,2AA1B03
047814189,2AA1B03
047814191,2AA1B03
047814203,2AA1B03
047814215,2AA2C
047814227,2AA2C
047814239,2AA2C
047814241,2AA2C
047814254,2AA2C
047814266,2AA2C
047814278,2AA2C
047814280,2AA2C
047814292,2AA3C
047814304,2AA3C
047814316,2AA3C
047814328,2AA3C
047814330,2AA3C
047814342,2AA3C
047720545,2AA2D
047720558,2AA2D
047720560,2AA3D
047720572,2AA3D
047720584,2AA3D
047720596,2AA3D
047720608,2AA3D
047720610,2AA3D
047720622,2AA3D
047720634,2AA3D
047720646,2AA3D
047720659,2AA3D
047720661,2AA3D
047720673,2AA3D
047720685,2AA3D
047720697,2AA3D
047720709,2AA3D
047720711,2AA3D
047720723,2AA3D
047720735,2AA3D
047720747,2AA3D
047720750,2AA3D
047724164,2AA1B03
047724176,2AA1B03
047724188,2AA2C
047724190,2AA2C
047724202,2AA2C
047724214,2AA2C
047724226,2AA2C
047724238,2AA2C
047724240,2AA2C
047724253,2AA2C
047724265,2AA2C
047724277,2AA1B04
047724289,2AA1B04
047724291,2AA1B04
047724303,2AA1B04
047724315,2AA1B04
047724327,2AA1B04
047724339,2AA1B04
047724341,2AA1B04
047724354,2AA1B04
047724366,2AA1B04
047728213,2AA2C
047728225,2AA2C
047728237,2AA2C
047728249,2AA2C
047728252,2AA2C
047728264,2AA2C
047728276,2AA3D
047728288,2AA3D
047728290,2AA3D
047728302,2AA3D
047728314,2AA3D
047728326,2AA3D
047728338,2AA3D
047728340,2AA3D
047728353,2AA3D
047728365,2AA3D
047728377,2AA1B04
047728389,2AA1B04
047728391,2AA1B04
047728403,2AA1B04
047728415,2AA1B04
047728427,2AA1B04
047739305,2AA3C
047739317,2AA1A03
047739329,2AA1A03
047739331,2AA1A03
047739343,2AA1A03
047739356,2AA1A03
047739368,2AA1A03
047739370,2AA1A03
047739382,2AA1B03
047739394,2AA1B03
047739406,2AA1B03
047739418,2AA1B03
047739420,2AA1B03
047739432,2AA1B03
047739444,2AA1B03
047739457,2AA1B03
047739469,2AA2C
047739471,2AA2C
047739483,2AA2C
047739495,2AA2C
047744545,2AA3A
047744558,2AA3A
047744560,2AA3A
047744572,2AA3A
047744584,2AA3A
047744596,2AA3A
047744608,2AA1B01
047744610,2AA1B01
047744622,2AA1B01
047744634,2AA1B01
047744646,2AA1B01
047744659,2AA1B01
047744661,2AA2A
047744673,2AA2A
047744685,2AA2A
047744697,2AA2A
047744709,2AA2A
047744711,2AA3A
047744723,2AA3A
047744735,2AA3A
047744747,2AA3A
047749662,2AA2A
047749674,2AA2A
047749686,2AA2A
047749698,2AA2A
047749700,2AA2A
047749712,2AA2A
047749724,2AA2A
047749736,2AA2A
047749748,2AA2A
047749751,2AA2A
047749763,2AA2A
047749775,2AA3A
047749787,2AA3A
047749799,2AA3A
047749801,2AA3A
047749813,2AA3A
047749825,2AA3A
047749837,2AA3A
047749849,2AA3A
047749852,2AA3A
047749864,2AA3A
047749876,2AA3A
047754460,2AA1B01
047755018,2AA1A03
047755020,2AA1A03
047755032,2AA1A03
047755044,2AA1A03
047755057,2AA1B03
047755069,2AA1B03
047755071,2AA1B03
047755083,2AA1B03
047755095,2AA1B03
047755107,2AA1B03
047755119,2AA1B03
047755121,2AA1B03
047755133,2AA1B03
047755145,2AA1B03
047755158,2AA2C
047755160,2AA2C
047755172,2AA2C
047755184,2AA2C
047755196,2AA2C
047755208,2AA2C
047759396,2AA1B03
047759408,2AA1B03
047759410,2AA1B03
047759422,2AA1B03
047759434,2AA1B03
047759446,2AA1B03
047759459,2AA1B03
047759461,2AA2C
047759473,2AA2C
047759485,2AA2C
047759497,2AA2C
047759509,2AA2C
047759511,2AA2C
047759523,2AA2C
047759535,2AA2C
047759547,2AA3C
047759550,2AA3C
047759562,2AA3C
047759574,2AA3C
047759586,2AA3C
047763255,2AA3C
047763267,2AA3C
047763279,2AA3C
047763281,2AA3C
047763293,2AA3C
047763305,2AA1A03
047763317,2AA1A03
047763329,2AA1A03
047763331,2AA1A03
047763343,2AA1A03
047763356,2AA1A03
047763368,2AA1B03
047763370,2AA1B03
047763382,2AA1B03
047763394,2AA1B03
047763406,2AA1B03
047763418,2AA1B03
047763420,2AA1B03
047763432,2AA1B03
047763444,2AA2C
047771732,2AA2D
047771744,2AA2D
047771757,2AA2D
047771769,2AA2D
047771771,2AA2D
047771783,2AA2D
047771795,2AA2D
047771807,2AA2D
047771819,2AA3D
047771821,2AA3D
047771833,2AA3D
047771845,2AA3D
047771858,2AA3D
047771860,2AA3D
047771872,2AA3D
047772013,2AA1A03
047772025,2AA1A03
047772037,2AA1A03
047772049,2AA1B03
047772052,2AA1B03
047772064,2AA1B03
047775972,2AA3D
047775984,2AA3D
047775996,2AA3D
047776012,2AA3D
047776024,2AA3D
047776036,2AA3D
047776048,2AA3D
047776051,2AA1A01
047776063,2AA1A01
047776075,2AA1A01
047776087,2AA1A01
047776099,2AA1A01
047776101,2AA1A01
047776113,2AA1A01
047776125,2AA1A01
047776137,2AA1A01
047776149,2AA1A01
047776152,2AA1A01
047776164,2AA1A01
047776176,2AA1B01
047776188,2AA1B01
047782646,2AA2D
047782659,2AA2D
047782661,2AA2D
047782673,2AA2D
047782685,2AA2D
047782697,2AA2D
047782709,2AA2D
047782711,2AA2D
047782723,2AA2D
047782735,2AA2D
047782747,2AA3D
047782750,2AA3D
047782762,2AA3D
047782774,2AA3D
047782786,2AA3D
047782798,2AA3D
047782800,2AA3D
047782812,2AA3D
047782824,2AA3D
047782836,2AA3D
047782848,2AA3D
047782851,2AA3D
047787344,2AA1A03
047787357,2AA1A03
047787369,2AA1B03
047787371,2AA1B03
047787383,2AA1B03
047787395,2AA1B03
047787407,2AA1B03
047787419,2AA1B03
047787421,2AA2C
047787433,2AA2C
047787445,2AA2C
047787458,2AA2C
047787460,2AA2C
047787472,2AA2C
047787484,2AA2C
047787496,2AA2C
047787508,2AA3C
047787510,2AA3C
047787522,2AA3C
047787534,2AA3C
047794449,2AA1B01
047794452,2AA1B01
047794464,2AA1B01
047794476,2AA1B01
047794488,2AA1B01
047794490,2AA1B01
047794502,2AA1B01
047794514,2AA1B01
047794526,2AA1B01
047794538,2AA1B01
047794540,2AA2A
047794553,2AA2A
047794565,2AA2A
047794577,2AA2A
047794589,2AA2A
047794591,2AA2A
047794603,2AA2A
047795012,2AA1B03
047795024,2AA1B03
047795036,2AA1B03
047800762,2AA1A04
047800774,2AA1B04
047800786,2AA1B04
047800798,2AA1B04
047800800,2AA1B04
047800812,2AA1B04
047800824,2AA1B04
047800836,2AA1B04
047800848,2AA1B04
047800851,2AA2D
047800863,2AA2D
047800875,2AA2D
047800887,2AA2D
047800899,2AA2D
047800901,2AA2D
047800913,2AA2D
047800925,2AA2D
047800937,2AA3D
047800949,2AA3D
047800952,2AA3D
047814355,2AA3C
047814367,2AA1A03
047814379,2AA1A03
047814381,2AA1A03
047814393,2AA1A03
047814405,2AA1A03
047814417,2AA1A03
047814429,2AA1A03
047814431,2AA1A03
047814443,2AA1A03
047814456,2AA1A03
047814468,2AA1A03
047814470,2AA1A03
047814482,2AA1B03
047814494,2AA1B03
047814506,2AA1B03
047814518,2AA1B03
047814520,2AA1B03
047814532,2AA1B03
047814544,2AA1B03
047814557,2AA1B03
047720762,2AA3D
047720774,2AA3D
047720786,2AA3D
047720798,2AA3D
047720800,2AA3D
047720812,2AA3D
047720824,2AA3D
047720836,2AA3D
047720848,2AA3D
047720851,2AA3D
047720863,2AA3D
047720875,2AA3D
047720887,2AA3D
047720899,2AA3D
047720901,2AA1A01
047720913,2AA1A01
047720925,2AA1A01
047720937,2AA1A01
047720949,2AA1A01
047720952,2AA1A01
047720964,2AA1A01
047720976,2AA1A01
047724378,2AA1B04
047724380,2AA1B04
047724392,2AA1B04
047724404,2AA1B04
047724416,2AA1B04
047724428,2AA2D
047724430,2AA2D
047724442,2AA2D
047724455,2AA2D
047724467,2AA2D
047724479,2AA2D
047724481,2AA2D
047724493,2AA2D
047724505,2AA2D
047724517,2AA2D
047724529,2AA2D
047724531,2AA2D
047724543,2AA3D
047724556,2AA3D
047724568,2AA3D
047724570,2AA3D
047724582,2AA3D
047728439,2AA1B04
047728441,2AA1B04
047728454,2AA1B04
047728466,2AA1B04
047728478,2AA1B04
047728480,2AA1B04
047728492,2AA1B04
047728504,2AA1B04
047728516,2AA1B04
047728528,2AA2D
047728530,2AA2D
047728542,2AA2D
047728555,2AA2D
047728567,2AA2D
047728579,2AA2D
047728581,2AA2D
047728593,2AA2D
047728605,2AA2D
047728617,2AA2D
047728629,2AA2D
047728631,2AA3D
047728643,2AA3D
047739507,2AA2C
047739519,2AA2C
047739521,2AA2C
047739533,2AA2C
047739545,2AA3C
047739558,2AA3C
047739560,2AA3C
047739572,2AA3C
047739584,2AA3C
047739596,2AA3C
047739608,2AA3C
047739610,2AA1A04
047739622,2AA1A04
047739634,2AA1A04
047739646,2AA1A04
047739659,2AA1A04
047739661,2AA1A04
047739673,2AA1A04
047739685,2AA1B04
047739697,2AA1B04
047744750,2AA3A
047744762,2AA3A
047744774,2AA3A
047744786,2AA3A
047744798,2AA3A
047744800,2AA3A
047744812,2AA3A
047744824,2AA3A
047744836,2AA3A
047744848,2AA3A
047744851,2AA3A
047744863,2AA3A
047744875,2AA7X
047744887,2AA7X
047744899,2AA7X
047744901,2AA7X
047744913,2AA7X
047745017,2AA1A03
047745029,2AA1A03
047745031,2AA1A03
047745043,2AA1A03
047745056,2AA1A03
047749888,2AA3A
047749890,2AA3A
047749902,2AA3A
047749914,2AA3A
047749926,2AA3A
047749938,2AA3A
047749940,2AA3A
047749953,2AA3A
047749965,2AA3A
047749977,2AA3A
047749989,2AA3A
047749991,2AA3A
047750017,2AA3A
047750029,2AA3A
047750031,2AA3A
047750043,2AA3A
047750056,2AA3A
047750068,2AA3A
047750070,2AA3A
047750082,2AA3A
047750094,2AA3A
047750106,2AA3A
047755210,2AA2C
047755222,2AA2C
047755234,2AA1B04
047755246,2AA1B04
047755259,2AA1B04
047755261,2AA1B04
047755273,2AA1B04
047755285,2AA2D
047755297,2AA2D
047755309,2AA2D
047755311,2AA2D
047755323,2AA2D
047755335,2AA2D
047755347,2AA2D
047755350,2AA1A01
047755362,2AA1A01
047755374,2AA1A01
047755386,2AA1A01
047755398,2AA1B01
047755400,2AA1B01
047755412,2AA1B01
047759598,2AA3C
047759600,2AA3C
047759612,2AA1A04
047759624,2AA1A04
047759636,2AA1A04
047759648,2AA1A04
047759651,2AA1A04
047759663,2AA1A04
047759675,2AA1A04
047759687,2AA1B04
047759699,2AA1B04
047759701,2AA1B04
047759713,2AA1B04
047759725,2AA1B04
047759737,2AA1B04
047759749,2AA1B04
047759752,2AA1B04
047759764,2AA2D
047759776,2AA2D
047759788,2AA2D
047763457,2AA2C
047763469,2AA2C
047763471,2AA2C
047763483,2AA2C
047763495,2AA2C
047763507,2AA2C
047763519,2AA2C
047763521,2AA3C
047763533,2AA3C
047763545,2AA3C
047763558,2AA3C
047763560,2AA3C
047763572,2AA3C
047763584,2AA3C
047763596,2AA1A04
047763608,2AA1A04
047763610,2AA1A04
047763622,2AA1A04
047763634,2AA1A04
047763646,2AA1A04
047772076,2AA1B03
047772088,2AA1B03
047772090,2AA1B03
047772102,2AA1B03
047772114,2AA1B03
047772126,2AA1B03
047772138,2AA2C
047772140,2AA2C
047772153,2AA2C
047772165,2AA2C
047772177,2AA2C
047772189,2AA2C
047772191,2AA1B04
047772203,2AA1B04
047772215,2AA2D
047772227,2AA2D
047772239,2AA2D
047772241,2AA1A01
047772254,2AA1A01
047772266,2AA1A01
047772278,2AA1A01
047776190,2AA1B01
047776202,2AA1B01
047776214,2AA1B01
047776226,2AA1B01
047776238,2AA1B01
047776240,2AA1B01
047776253,2AA1B01
047776265,2AA1B01
047776277,2AA2A
047776289,2AA2A
047776291,2AA2A
047776303,2AA2A
047776315,2AA2A
047776327,2AA2A
047776339,2AA2A
047776341,2AA2A
047776354,2AA2A
047776366,2AA2A
047776378,2AA2A
047776380,2AA2A
047776392,2AA2A
047776404,2AA3A
047782863,2AA3D
047782875,2AA3D
047782887,2AA3D
047782899,2AA3D
047782901,2AA3D
047782913,2AA3D
047782925,2AA3D
047782937,2AA3D
047782949,2AA3D
047782952,2AA3D
047782964,2AA3D
047782976,2AA3D
047782988,2AA3D
047782990,2AA3D
047783016,2AA3D
047783028,2AA3D
047783030,2AA3D
047783042,2AA3D
047783055,2AA3D
047783067,2AA3D
047783079,2AA3D
047783081,2AA3D
047787546,2AA3C
047787559,2AA3C
047787561,2AA3C
047787573,2AA1A04
047787585,2AA1A04
047787597,2AA1A04
047787609,2AA1A04
047787611,2AA1A04
047787623,2AA1A04
047787635,2AA1A04
047787647,2AA1B04
047787650,2AA1B04
047787662,2AA1B04
047787674,2AA1B04
047787686,2AA1B04
047787698,2AA1B04
047787700,2AA2D
047787712,2AA2D
047787724,2AA2D
047787736,2AA2D
047795048,2AA1B03
047795051,2AA1B03
047795063,2AA1B03
047795075,2AA1B03
047795087,2AA1B03
047795099,2AA1B03
047795101,2AA1B03
047795113,2AA1B03
047795125,2AA2C
047795137,2AA2C
047795149,2AA2C
047795152,2AA2C
047795164,2AA2C
047795176,2AA2C
047795188,2AA2C
047795190,2AA1B04
047795202,2AA1B04
047795214,2AA1B04
047795226,2AA1B04
047795238,2AA1B04
047800964,2AA3D
047800976,2AA3D
047800988,2AA3D
047800990,2AA3D
047801016,2AA1A03
047801028,2AA1A03
047801030,2AA1A03
047801042,2AA1A03
047801055,2AA1A03
047801067,2AA1A03
047801079,2AA1A03
047801081,2AA1A03
047801093,2AA1A03
047801105,2AA1A03
047801117,2AA1B03
047801129,2AA1B03
047801131,2AA1B03
047801143,2AA1B03
047801156,2AA1B03
047801168,2AA1B03
047801170,2AA1B03
047814569,2AA2C
047814571,2AA2C
047814583,2AA2C
047814595,2AA2C
047814607,2AA2C
047814619,2AA2C
047814621,2AA2C
047814633,2AA2C
047814645,2AA3C
047814658,2AA3C
047814660,2AA3C
047814672,2AA3C
047814684,2AA3C
047814696,2AA3C
047814708,2AA3C
047814710,2AA1A04
047814722,2AA1A04
047814734,2AA1A04
047814746,2AA1A04
047814759,2AA1A04
047814761,2AA1A04
047720988,2AA1A01
047720990,2AA1A01
047721016,2AA1A03
047721028,2AA1A03
047721030,2AA1A03
047721042,2AA1A03
047721055,2AA1A03
047721067,2AA1A03
047721079,2AA1A03
047721081,2AA1B03
047721093,2AA1B03
047721105,2AA1B03
047721117,2AA1B03
047721129,2AA1B03
047721131,2AA1B03
047721143,2AA1B03
047721156,2AA1B03
047721168,2AA2C
047721170,2AA2C
047721182,2AA2C
047724594,2AA3D
047724606,2AA3D
047724618,2AA3D
047724620,2AA3D
047724632,2AA3D
047724644,2AA3D
047724657,2AA3D
047724669,2AA3D
047724671,2AA3D
047724683,2AA3D
047724695,2AA3D
047724707,2AA3D
047724719,2AA3D
047724721,2AA3D
047724733,2AA3D
047724745,2AA3D
047724758,2AA3D
047724760,2AA3D
047724772,2AA3D
047724784,2AA3D
047724796,2AA3D
047724808,2AA3D
047728656,2AA3D
047728668,2AA3D
047728670,2AA3D
047728682,2AA3D
047728694,2AA3D
047728706,2AA3D
047728718,2AA3D
047728720,2AA3D
047728732,2AA3D
047728744,2AA3D
047728757,2AA3D
047728769,2AA3D
047728771,2AA3D
047728783,2AA3D
047728795,2AA3D
047728807,2AA3D
047728819,2AA3D
047728821,2AA3D
047728833,2AA3D
047728845,2AA3D
047728858,2AA3D
047728860,2AA3D
047739709,2AA1B04
047739711,2AA1B04
047739723,2AA1B04
047739735,2AA1B04
047739747,2AA1B04
047739750,2AA1B04
047739762,2AA2D
047739774,2AA2D
047739786,2AA2D
047739798,2AA2D
047739800,2AA2D
047739812,2AA2D
047739824,2AA2D
047739836,2AA2D
047739848,2AA3D
047739851,2AA3D
047739863,2AA3D
047739875,2AA3D
047739887,2AA3D
047740016,2AA1B03
047745068,2AA1A03
047745070,2AA1A03
047745082,2AA1B03
047745094,2AA1B03
047745106,2AA1B03
047745118,2AA1B03
047745120,2AA1B03
047745132,2AA1B03
047745144,2AA1B03
047745157,2AA1B03
047745169,2AA2C
047745171,2AA2C
047745183,2AA2C
047745195,2AA2C
047745207,2AA2C
047745219,2AA2C
047745221,2AA2C
047745233,2AA2C
047745245,2AA3C
047745258,2AA3C
047750118,2AA3A
047750120,2AA3A
047750132,2AA3A
047750144,2AA1B01
047750157,2AA1B01
047750169,2AA1B01
047750171,2AA1B01
047750183,2AA1B01
047750195,2AA1B01
047750207,2AA1B01
047750219,2AA1B01
047750221,2AA1B01
047750233,2AA1B01
047750245,2AA2A
047750258,2AA2A
047750260,2AA2A
047750272,2AA2A
047750284,2AA2A
047750296,2AA2A
047750308,2AA2A
047750310,2AA2A
047755424,2AA1B01
047755436,2AA1B01
047755448,2AA1B01
047755451,2AA1B01
047755463,2AA1B01
047755475,2AA1B01
047755487,2AA1B01
047755499,2AA2A
047755501,2AA2A
047755513,2AA2A
047755525,2AA2A
047755537,2AA2A
047755549,2AA2A
047755552,2AA2A
047755564,2AA2A
047755576,2AA1B01
047755588,2AA1B01
047755590,2AA1B01
047755602,2AA2A
047755614,2AA2A
047755626,2AA2A
047759790,2AA2D
047759802,2AA2D
047759814,2AA2D
047759826,2AA2D
047759838,2AA2D
047759840,2AA3D
047759853,2AA3D
047759865,2AA3D
047759877,2AA3D
047759889,2AA3D
047759891,2AA3D
047759903,2AA3D
047760018,2AA1A03
047760020,2AA1A03
047760032,2AA1A03
047760044,2AA1A03
047760057,2AA1A03
047760069,2AA1A03
047760071,2AA1A03
047760083,2AA1B03
047763659,2AA1B04
047763661,2AA1B04
047763673,2AA1B04
047763685,2AA1B04
047763697,2AA1B04
047763709,2AA1B04
047763711,2AA1B04
047763723,2AA1B04
047763735,2AA2D
047763747,2AA2D
047763750,2AA2D
047763762,2AA2D
047763774,2AA2D
047763786,2AA2D
047763798,2AA2D
047763800,2AA2D
047763812,2AA3D
047763824,2AA3D
047763836,2AA3D
047763848,2AA3D
047772280,2AA1B01
047772292,2AA1B01
047772304,2AA1B01
047772316,2AA1B01
047772328,2AA1B01
047772330,2AA1B01
047772342,2AA1B01
047772355,2AA1B01
047772367,2AA1B01
047772379,2AA2A
047772381,2AA2A
047772393,2AA2A
047772405,2AA2A
047772417,2AA2A
047772429,2AA2A
047772431,2AA2A
047772443,2AA1B01
047772456,2AA1B01
047772468,2AA2A
047772470,2AA2A
047772482,2AA2A
047776416,2AA3A
047776428,2AA3A
047776430,2AA3A
047776442,2AA3A
047776455,2AA3A
047776467,2AA3A
047776479,2AA3A
047776481,2AA3A
047776493,2AA3A
047776505,2AA3A
047776517,2AA3A
047776529,2AA3A
047776531,2AA3A
047776543,2AA3A
047776556,2AA3A
047776568,2AA3A
047776570,2AA3A
047776582,2AA3A
047776594,2AA3A
047776606,2AA3A
047776618,2AA3A
047776620,2AA3A
047783093,2AA1A01
047783105,2AA1A01
047783117,2AA1A01
047783129,2AA1A01
047783131,2AA1A01
047783143,2AA1A01
047783156,2AA1A01
047783168,2AA1A01
047783170,2AA1A01
047783182,2AA1A01
047783194,2AA1A01
047783206,2AA1A01
047783218,2AA1B01
047783220,2AA1B01
047783232,2AA1B01
047783244,2AA1B01
047783257,2AA1B01
047783269,2AA1B01
047783271,2AA1B01
047783283,2AA1B01
047783295,2AA1B01
047787748,2AA2D
047787751,2AA2D
047787763,2AA2D
047787775,2AA2D
047787787,2AA3D
047787799,2AA3D
047787801,2AA3D
047787813,2AA3D
047787825,2AA3D
047787837,2AA3D
047787849,2AA3D
047788017,2AA1B03
047788029,2AA1A03
047788031,2AA1A03
047788043,2AA1A03
047788056,2AA1A03
047788068,2AA1A03
047788070,2AA1A03
047788082,2AA1A03
047788094,2AA1B03
047795240,2AA1B04
047795253,2AA1B04
047795265,2AA1B04
047795277,2AA1B04
047795289,2AA1B04
047795291,2AA1B04
047795303,2AA2D
047795315,2AA2D
047795327,2AA2D
047795339,2AA2D
047795341,2AA2D
047795354,2AA2D
047795366,2AA2D
047795380,2AA1B01
047795392,2AA1B01
047795404,2AA1B01
047795416,2AA1B01
047795428,2AA1B01
047795430,2AA1B01
047795442,2AA1B01
047801182,2AA1B03
047801194,2AA3C
047801206,2AA3C
047801218,2AA3C
047801220,2AA3C
047801232,2AA3C
047801244,2AA3C
047801257,2AA3C
047801269,2AA2C
047801271,2AA2C
047801283,2AA2C
047801295,2AA2C
047801307,2AA2C
047801319,2AA2C
047801321,2AA2C
047801333,2AA2C
047801345,2AA1A04
047801358,2AA1A04
047801360,2AA1A04
047801372,2AA1A04
047801384,2AA1A04
047801396,2AA1A04
047814773,2AA1A04
047814785,2AA1A04
047814797,2AA1A04
047814809,2AA1A04
047814811,2AA1A04
047814823,2AA1A04
047814835,2AA1B04
047814847,2AA1B04
047814850,2AA1B04
047814862,2AA1B04
047814874,2AA1B04
047814886,2AA1B04
047814898,2AA1B04
047814900,2AA1B04
047814912,2AA2D
047814924,2AA2D
047814936,2AA2D
047814948,2AA2D
047814951,2AA2D
047814963,2AA2D
047814975,2AA2D
047721194,2AA2C
047721206,2AA2C
047721218,2AA2C
047721220,2AA2C
047721232,2AA2C
047721244,2AA3C
047721257,2AA3C
047721269,2AA3C
047721271,2AA3C
047721283,2AA3C
047721295,2AA3C
047721307,2AA3C
047721319,2AA1A03
047721321,2AA1A03
047721333,2AA1A03
047721345,2AA1A03
047721358,2AA1A03
047721360,2AA1A03
047721372,2AA1A03
047721384,2AA1B03
047724810,2AA3D
047724822,2AA3D
047724834,2AA3D
047724846,2AA3D
047724859,2AA3D
047724861,2AA3D
047724873,2AA3D
047724885,2AA1A01
047724897,2AA1A01
047724909,2AA1A01
047724911,2AA1A01
047724923,2AA1A01
047724935,2AA1A01
047724947,2AA1A01
047724950,2AA1A01
047724962,2AA1A01
047724974,2AA1A01
047724986,2AA1A01
047724998,2AA1A01
047725015,2AA1B01
047725027,2AA1B01
047728872,2AA3D
047728884,2AA3D
047728896,2AA3D
047728908,2AA3D
047728910,2AA3D
047728922,2AA3D
047728934,2AA3D
047728946,2AA3D
047728959,2AA3D
047728961,2AA3D
047728973,2AA1A01
047728985,2AA1A01
047728997,2AA1A01
047729013,2AA1A01
047729025,2AA1A01
047729037,2AA1A01
047729049,2AA1A01
047729052,2AA1A01
047729064,2AA1A01
047729076,2AA1A01
047729088,2AA1A01
047729090,2AA1A01
047740028,2AA1B03
047740030,2AA1B03
047740042,2AA1B03
047740055,2AA1B03
047740067,2AA1B03
047740079,2AA1B03
047740081,2AA1B03
047740093,2AA2C
047740105,2AA2C
047740117,2AA2C
047740129,2AA2C
047740131,2AA2C
047740143,2AA2C
047740156,2AA1B04
047740168,2AA1B04
047740170,2AA1B04
047740182,2AA2D
047740194,2AA2D
047740206,2AA2D
047740218,2AA2D
047740220,2AA1B01
047745260,2AA3C
047745272,2AA3C
047745284,2AA3C
047745296,2AA3C
047745308,2AA3C
047745310,2AA1A03
047745322,2AA1A03
047745334,2AA1A03
047745346,2AA1A03
047745359,2AA1A03
047745361,2AA1A03
047745373,2AA1A03
047745385,2AA1B03
047745397,2AA1B03
047745409,2AA1B03
047745411,2AA1B03
047745423,2AA1B03
047745435,2AA1B03
047745447,2AA1B03
047745450,2AA1B03
047750322,2AA2A
047750334,2AA2A
047750346,2AA2A
047750359,2AA2A
047750361,2AA2A
047750373,2AA2A
047750385,2AA3A
047750397,2AA3A
047750409,2AA3A
047750411,2AA3A
047750423,2AA3A
