aic,atc
041292071,A08AB01
041292083,A08AB01
041292095,A08AB01
041292107,A08AB01
041293010,C09DA03
041311667,C09DA04
041311679,C09DA04
041311681,C09DA04
041311693,C09DA04
041312012,M01AE01
041312024,M01AE01
041312036,M01AE01
041313014,L01CD02
041313026,L01CD02
041313038,L01CD02
041313040,L01CD02
041313053,L01CD02
041313065,L01CD02
041313077,L01CD02
041313089,L01CD02
040207185,R03DC03
041069333,N05AH03
041227012,M05BA08
041228014,M05BA08
041228026,M05BA08
041229016,G04BE03
041229028,G04BE03
041229030,G04BE03
041229042,G04BE03
041229055,G04BE03
041229067,G04BE03
041229079,G04BE03
041229081,G04BE03
041229093,G04BE03
041229105,G04BE03
041229117,G04BE03
041229129,G04BE03
041229131,G04BE03
041262015,L01BC06
041262027,L01BC06
041263017,N02AA05
041263029,N02AA05
041263031,N02AA05
041263043,N02AA05
041263056,N02AA05
041263068,N02AA05
041263070,N02AA05
041263082,N02AA05
041263094,N02AA05
041263106,N02AA05
041263118,N02AA05
041263120,N02AA05
041263132,N02AA05
041263144,N02AA05
041263157,N02AA05
041263169,N02AA05
041263171,N02AA05
041263183,N02AA05
041263195,N02AA05
041263207,N02AA05
041263219,N02AA05
041293022,C09DA03
041293034,C09DA03
041293046,C09DA03
041293059,C09DA03
041293061,C09DA03
041293073,C09DA03
041293085,C09DA03
041293097,C09DA03
041293109,C09DA03
041293111,C09DA03
041314016,N06AX16
041314028,N06AX16
041314030,N06AX16
041314042,N06AX16
041314055,N06AX16
041314067,N06AX16
041314079,N06AX16
041314081,N06AX16
041314093,N06AX16
041314105,N06AX16
041314117,N06AX16
041314129,N06AX16
041314131,N06AX16
041314143,N06AX16
041315019,G03AA12
041315021,G03AA12
041315033,G03AA12
041315045,G03AA12
041229143,G04BE03
041229156,G04BE03
041230018,L04AA13
041230020,L04AA13
041230032,L04AA13
041230044,L04AA13
041230057,L04AA13
041230069,L04AA13
041230071,L04AA13
041230083,L04AA13
041230095,L04AA13
041230107,L04AA13
041230119,L04AA13
041230121,L04AA13
041230133,L04AA13
041230145,L04AA13
041230158,L04AA13
041230160,L04AA13
041230172,L04AA13
041231010,N05AH04
041263221,N02AA05
041263233,N02AA05
041263245,N02AA05
041263258,N02AA05
041263260,N02AA05
041263272,N02AA05
041263284,N02AA05
041263296,N02AA05
041263308,N02AA05
041263310,N02AA05
041263322,N02AA05
041263334,N02AA05
041263346,N02AA05
041263359,N02AA05
041263361,N02AA05
041264019,S01ED51
041265012,L02BB03
041265024,L02BB03
041265036,L02BB03
041265048,L02BB03
041265051,L02BB03
041293123,C09DA03
041293135,C09DA03
041293147,C09DA03
041293150,C09DA03
041293162,C09DA03
041293174,C09DA03
041293186,C09DA03
041293198,C09DA03
041293200,C09DA03
041293212,C09DA03
041316011,G03AA12
041316023,G03AA12
041316035,G03AA12
041316047,G03AA12
041317013,G03AA12
041317025,G03AA12
041317037,G03AA12
041317049,G03AA12
041318015,G04CA01
041318027,G04CA01
041318039,G04CA01
041318041,G04CA01
041318054,G04CA01
041318066,G04CA01
041318078,G04CA01
041231022,N05AH04
041231034,N05AH04
041231046,N05AH04
041231059,N05AH04
041231061,N05AH04
041231073,N05AH04
041231085,N05AH04
041231097,N05AH04
041231109,N05AH04
041231111,N05AH04
041231123,N05AH04
041231135,N05AH04
041231147,N05AH04
041231150,N05AH04
041231162,N05AH04
041231174,N05AH04
041231186,N05AH04
041231198,N05AH04
041231200,N05AH04
041231212,N05AH04
041265063,L02BB03
041265075,L02BB03
041265087,L02BB03
041266014,N02CC01
041266026,N02CC01
041266038,N02CC01
041266040,N02CC01
041266053,N02CC01
041266065,N02CC01
041266077,N02CC01
041266089,N02CC01
041266091,N02CC01
041266103,N02CC01
041266115,N02CC01
041266127,N02CC01
041266139,N02CC01
041266141,N02CC01
041266154,N02CC01
041266166,N02CC01
041266178,N02CC01
041293224,C09DA03
041293236,C09DA03
041293248,C09DA03
041293251,C09DA03
041294012,B01AC04
041294024,B01AC04
041294036,B01AC04
041294048,B01AC04
041294051,B01AC04
041294063,B01AC04
041294075,B01AC04
041295015,C09CA04
041295027,C09CA04
041295039,C09CA04
041318080,G04CA01
041318092,G04CA01
041318104,G04CA01
041318116,G04CA01
041318128,G04CA01
041318130,G04CA01
041319017,N02CC04
041319029,N02CC04
041319031,N02CC04
041319043,N02CC04
041319056,N02CC04
041319068,N02CC04
041319070,N02CC04
041319082,N02CC04
041320110,C09DA04
041320122,C09DA04
041231224,N05AH04
041231236,N05AH04
041231248,N05AH04
041231251,N05AH04
041231263,N05AH04
041233014,M05BA06
041233026,M05BA06
041234016,L01XX17
041234028,L01XX17
041234030,L01XX17
041234042,L01XX17
041234055,L01XX17
041234067,L01XX17
041236011,J01DD08
041236023,J01DD08
041236035,J01DD08
041236047,J01DD08
041236050,J01DD08
041266180,N02CC01
041266192,N02CC01
041266204,N02CC01
041266216,N02CC01
041266228,N02CC01
041267016,J01CR02
041267028,J01CR02
041267030,J01CR02
041267042,J01CR02
041268018,C09DA01
041268020,C09DA01
041268032,C09DA01
041268044,C09DA01
041296017,C09CA04
041296029,C09CA04
041296031,C09CA04
041298011,N07XX07
041298023,N07XX07
041298035,N07XX07
041298047,N07XX07
041299013,M01AE01
041299025,M01AE01
041300017,M05BX04
041300029,M05BX04
041302011,N02CC04
041302023,N02CC04
041302035,N02CC04
041302047,N02CC04
041302050,N02CC04
041302062,N02CC04
041302074,N02CC04
041302086,N02CC04
041320134,C09DA04
041320146,C09DA04
041320159,C09DA04
041320161,C09DA04
041320173,C09DA04
041320211,C09DA04
041320223,C09DA04
041320235,C09DA04
041320247,C09DA04
041320250,C09DA04
041236062,J01DD08
041236074,J01DD08
041236086,J01DD08
041236098,J01DD08
041238015,M01AE01
041238027,M01AE01
041239171,R02AD
041239195,R02AD
041239219,R02AD
041239221,R02AD
041239245,R02AD
041239260,R02AD
041239272,R02AD
041239296,R02AD
041239308,R02AD
041240019,M01AE01
041240021,M01AE01
041240033,M01AE01
041268057,C09DA01
041268069,C09DA01
041268071,C09DA01
041268083,C09DA01
041269010,G04BE03
041269022,G04BE03
041269034,G04BE03
041269046,G04BE03
041269059,G04BE03
041269061,G04BE03
041269073,G04BE03
041269085,G04BE03
041269097,G04BE03
041269109,G04BE03
041269111,G04BE03
041302098,N02CC04
041304015,C09CA04
041304027,C09CA04
041304039,C09CA04
041305018,C01DA02
041305020,C01DA02
041305032,C01DA02
041306010,G04BE03
041306022,G04BE03
041306034,G04BE03
041306046,G04BE03
041306059,G04BE03
041306061,G04BE03
041306073,G04BE03
041306085,G04BE03
041306097,G04BE03
041306109,G04BE03
041306111,G04BE03
041306123,G04BE03
041320262,C09DA04
041320274,C09DA04
041321011,C10AA05
041321023,C10AA05
041321035,C10AA05
041321047,C10AA05
041321050,C10AA05
041321062,C10AA05
041321074,C10AA05
041321086,C10AA05
041321098,C10AA05
041321100,C10AA05
041321112,C10AA05
041321124,C10AA05
041321136,C10AA05
041321148,C10AA05
041240045,M01AE01
041241011,J01MA17
041242013,G03AC09
041242025,G03AC09
041242037,G03AC09
041243015,C09DA04
041243027,C09DA04
041243039,C09DA04
041243041,C09DA04
041243054,C09DA04
041243066,C09DA04
041243078,C09DA04
041269123,G04BE03
041269135,G04BE03
041269147,G04BE03
041271014,L04AX05
041271026,L04AX05
041271038,L04AX05
041271040,L04AX05
041271053,L04AX05
041271065,L04AX05
041271077,L04AX05
041271089,L04AX05
041271091,L04AX05
041271103,L04AX05
041271115,L04AX05
041271127,L04AX05
041271139,L04AX05
041271141,L04AX05
041271154,L04AX05
041271166,L04AX05
041271178,L04AX05
041271180,L04AX05
041306135,G04BE03
041306147,G04BE03
041306150,G04BE03
041306162,G04BE03
041306174,G04BE03
041306186,G04BE03
041306198,G04BE03
041306200,G04BE03
041306212,G04BE03
041306224,G04BE03
041306236,G04BE03
041306248,G04BE03
041306251,G04BE03
041306263,G04BE03
041306275,G04BE03
041306287,G04BE03
041306299,G04BE03
041306301,G04BE03
041306313,G04BE03
041306325,G04BE03
041306337,G04BE03
041321151,C10AA05
041321163,C10AA05
041321175,C10AA05
041321187,C10AA05
041321199,C10AA05
041321201,C10AA05
041321213,C10AA05
041321225,C10AA05
041321237,C10AA05
041321249,C10AA05
041323015,J05AE03
041323027,J05AE03
041323039,J05AE03
041323041,J05AE03
041323054,J05AE03
041323066,J05AE03
041324017,G03AA12
041243080,C09DA04
041243092,C09DA04
041243104,C09DA04
041243116,C09DA04
041243128,C09DA04
041243130,C09DA04
041243142,C09DA04
041243155,C09DA04
041243167,C09DA04
041243179,C09DA04
041271192,L04AX05
041271204,L04AX05
041272016,B06AC04
041272028,B06AC04
041273018,S01BC11
041273311,C09CA04
041274010,L01XA03
041274022,L01XA03
041274034,L01XA03
041275013,L01XC11
041275025,L01XC11
041276015,A10BJ01
041276027,A10BJ01
041276039,A10BJ01
041276041,A10BJ01
041276054,A10BJ01
041276066,A10BJ01
041277017,R05CB02
041278019,M05BC02
041306349,G04BE03
041306352,G04BE03
041306364,G04BE03
041306376,G04BE03
041306388,G04BE03
041306390,G04BE03
041306402,G04BE03
041306414,G04BE03
041306426,G04BE03
041306438,G04BE03
041306440,G04BE03
041306453,G04BE03
041306465,G04BE03
041306477,G04BE03
041306489,G04BE03
041306491,G04BE03
041306503,G04BE03
041306515,G04BE03
041306527,G04BE03
041306539,G04BE03
041306541,G04BE03
041324029,G03AA12
041324031,G03AA12
041324043,G03AA12
041324056,G03AA12
041325010,C10AA05
041325022,C10AA05
041325034,C10AA05
041325046,C10AA05
041325059,C10AA05
041325061,C10AA05
041325073,C10AA05
041325085,C10AA05
041326012,G03AA07
041327014,N07XX02
041327026,N07XX02
041327038,N07XX02
041327040,N07XX02
041243181,C09DA04
041243193,C09DA04
041243205,C09DA04
041243217,C09DA04
041243229,C09DA04
041243231,C09DA04
041243243,C09DA04
041243256,C09DA04
041243268,C09DA04
041243270,C09DA04
041278021,M05BC02
041279011,N05AH04
041279023,N05AH04
041279035,N05AH04
041279050,N05AH04
041279062,N05AH04
041279074,N05AH04
041279086,N05AH04
041279098,N05AH04
041279100,N05AH04
041279112,N05AH04
041279124,N05AH04
041279136,N05AH04
041279148,N05AH04
041279151,N05AH04
041279163,N05AH04
041279175,N05AH04
041279187,N05AH04
041279199,N05AH04
041279201,N05AH04
041279213,N05AH04
041306554,G04BE03
041306566,G04BE03
041306578,G04BE03
041306580,G04BE03
041306592,G04BE03
041306604,G04BE03
041306616,G04BE03
041306628,G04BE03
041306630,G04BE03
041306642,G04BE03
041306655,G04BE03
041306667,G04BE03
041307012,N03AX11
041307024,N03AX11
041307036,N03AX11
041307048,N03AX11
041307051,N03AX11
041308014,C09CA03
041308026,C09CA03
041308038,C09CA03
041327053,N07XX02
041327065,N07XX02
041327077,N07XX02
041327089,N07XX02
041328016,C10AA04
041328028,C10AA04
041328030,C10AA04
041328042,C10AA04
041328055,C10AA04
041328067,C10AA04
041328079,C10AA04
041328081,C10AA04
041328093,C10AA04
041330010,M05BA08
041330022,M05BA08
041330034,M05BA08
041332014,G04BE01
041243282,C09DA04
041243294,C09DA04
041243306,C09DA04
041243318,C09DA04
041243320,C09DA04
041243332,C09DA04
041245010,A07DA03
041245022,A07DA03
041246012,D01AC03
041247014,N02AJ06
041248016,S01CA05
041249018,G03AA12
041249020,G03AA12
041279225,N05AH04
041279237,N05AH04
041279249,N05AH04
041279264,N05AH04
041279276,N05AH04
041279288,N05AH04
041279290,N05AH04
041279302,N05AH04
041279314,N05AH04
041279326,N05AH04
041279338,N05AH04
041279340,N05AH04
041279365,N05AH04
041279377,N05AH04
041279389,N05AH04
041279391,N05AH04
041279403,N05AH04
041280013,N06DA03
041280025,N06DA03
041280037,N06DA03
041280049,N06DA03
041308040,C09CA03
041308053,C09CA03
041308065,C09CA03
041308077,C09CA03
041308089,C09CA03
041308091,C09CA03
041308103,C09CA03
041308115,C09CA03
041311010,C09DA04
041311022,C09DA04
041311034,C09DA04
041311046,C09DA04
041311059,C09DA04
041332026,G04BE01
041333016,L01AX03
041333028,L01AX03
041333030,L01AX03
041333042,L01AX03
041333055,L01AX03
041333067,L01AX03
041333079,L01AX03
041333081,L01AX03
041333093,L01AX03
041333105,L01AX03
041333117,L01AX03
041333129,L01AX03
041333131,L01AX03
041333143,L01AX03
041333156,L01AX03
041333168,L01AX03
041333170,L01AX03
041250010,D06AX07
041251012,D06BB03
041252014,N05CF02
041252026,N05CF02
041252038,N05CF02
041252040,N05CF02
041252053,N05CF02
041253016,G03AA10
041254018,R01AD08
041255011,C09DA03
041255023,C09DA03
041255035,C09DA03
041255062,C09DA03
041280052,N06DA03
041280064,N06DA03
041280076,N06DA03
041280088,N06DA03
041280090,N06DA03
041280102,N06DA03
041280114,N06DA03
041280126,N06DA03
041280138,N06DA03
041280140,N06DA03
041280153,N06DA03
041280165,N06DA03
041280177,N06DA03
041280189,N06DA03
041280191,N06DA03
041280203,N06DA03
041280215,N06DA03
041280227,N06DA03
041280239,N06DA03
041280241,N06DA03
041311061,C09DA04
041311073,C09DA04
041311085,C09DA04
041311097,C09DA04
041311109,C09DA04
041311111,C09DA04
041311123,C09DA04
041311135,C09DA04
041311147,C09DA04
041311150,C09DA04
041333182,L01AX03
041333194,L01AX03
041333206,L01AX03
041333218,L01AX03
041333220,L01AX03
041333232,L01AX03
041333244,L01AX03
041334018,J01GB01
041334020,J01GB01
041334032,J01GB01
041336013,J01AA04
041336025,J01AA04
041337015,C10AA03
041337027,C10AA03
041337039,C10AA03
041337041,C10AA03
041337054,C10AA03
041337066,C10AA03
041255074,C09DA03
041256013,M05BA04
041256025,M05BA04
041256037,M05BA04
041256049,M05BA04
041256052,M05BA04
041256064,M05BA04
041256076,M05BA04
041256088,M05BA04
041256090,M05BA04
041256102,M05BA04
041256114,M05BA04
041256126,M05BA04
041256138,M05BA04
041281015,M05BA06
041281027,M05BA06
041281039,M05BA06
041281041,M05BA06
041282017,L04AA28
041282029,L04AA28
041284011,H02AB01
041284023,H02AB01
041285014,M05BA08
041285026,M05BA08
041286016,N02BE01
041287018,G04CB02
041287020,G04CB02
041288010,N05AH03
041288022,N05AH03
041289012,N05AH03
041289024,N05AH03
041289036,N05AH03
041311162,C09DA04
041311174,C09DA04
041311186,C09DA04
041311198,C09DA04
041311200,C09DA04
041311212,C09DA04
041311224,C09DA04
041311236,C09DA04
041311248,C09DA04
041311251,C09DA04
041337078,C10AA03
041337080,C10AA03
041337092,C10AA03
041337104,C10AA03
041337116,C10AA03
041337128,C10AA03
041337130,C10AA03
041337142,C10AA03
041337155,C10AA03
041337167,C10AA03
041337179,C10AA03
041337181,C10AA03
041337193,C10AA03
041337205,C10AA03
041337217,C10AA03
041337229,C10AA03
041337231,C10AA03
041337243,C10AA03
041256140,M05BA04
041256153,M05BA04
041256165,M05BA04
041256177,M05BA04
041256189,M05BA04
041256191,M05BA04
041256203,M05BA04
041256215,M05BA04
041256227,M05BA04
041256239,M05BA04
041256241,M05BA04
041256254,M05BA04
041256266,M05BA04
041256278,M05BA04
041256280,M05BA04
041289048,N05AH03
041289051,N05AH03
041289063,N05AH03
041289075,N05AH03
041289087,N05AH03
041289099,N05AH03
041289101,N05AH03
041289113,N05AH03
041289125,N05AH03
041289137,N05AH03
041289149,N05AH03
041289152,N05AH03
041289164,N05AH03
041289176,N05AH03
041289188,N05AH03
041289190,N05AH03
041289202,N05AH03
041289214,N05AH03
041289226,N05AH03
041289238,N05AH03
041311263,C09DA04
041311275,C09DA04
041311287,C09DA04
041311299,C09DA04
041311301,C09DA04
041311313,C09DA04
041311325,C09DA04
041311337,C09DA04
041311349,C09DA04
041311352,C09DA04
041337256,C10AA03
041337268,C10AA03
041337270,C10AA03
041337282,C10AA03
041337294,C10AA03
041337306,C10AA03
041337318,C10AA03
041337320,C10AA03
041337332,C10AA03
041337344,C10AA03
041337357,C10AA03
041337369,C10AA03
041337371,C10AA03
041337383,C10AA03
041337395,C10AA03
041337407,C10AA03
041337419,C10AA03
041337421,C10AA03
041256292,M05BA04
041257015,J05AG03
041257027,J05AG03
041257039,J05AG03
041257041,J05AG03
041257054,J05AG03
041257066,J05AG03
041257078,J05AG03
041258017,N06DA03
041258029,N06DA03
041258031,N06DA03
041258043,N06DA03
041258056,N06DA03
041258068,N06DA03
041258070,N06DA03
041258082,N06DA03
041258094,N06DA03
041258106,N06DA03
041258118,N06DA03
041258120,N06DA03
041289240,N05AH03
041289253,N05AH03
041289265,N05AH03
041289277,N05AH03
041289289,N05AH03
041289291,N05AH03
041289303,N05AH03
041289315,N05AH03
041289327,N05AH03
041289339,N05AH03
041289341,N05AH03
041289354,N05AH03
041289366,N05AH03
041289378,N05AH03
041289380,N05AH03
041289392,N05AH03
041289404,N05AH03
041289416,N05AH03
041289428,N05AH03
041289430,N05AH03
041311364,C09DA04
041311376,C09DA04
041311388,C09DA04
041311390,C09DA04
041311402,C09DA04
041311414,C09DA04
041311426,C09DA04
041311438,C09DA04
041311440,C09DA04
041311453,C09DA04
041337433,C10AA03
041337445,C10AA03
041337458,C10AA03
041337460,C10AA03
041337472,C10AA03
041337484,C10AA03
041337496,C10AA03
041338017,A06AD11
041338029,A06AD11
041339019,N05AE04
041339021,N05AE04
041339033,N05AE04
041339045,N05AE04
041339058,N05AE04
041339060,N05AE04
041339072,N05AE04
041339084,N05AE04
041339096,N05AE04
041339108,N05AE04
041339110,N05AE04
041339122,N05AE04
041259019,C09CA06
041259021,C09CA06
041259033,C09CA06
041259045,C09CA06
041259058,C09CA06
041259060,C09CA06
041259072,C09CA06
041259084,C09CA06
041259096,C09CA06
041259108,C09CA06
041259110,C09CA06
041259122,C09CA06
041259134,C09CA06
041259146,C09CA06
041259159,C09CA06
041289442,N05AH03
041289455,N05AH03
041289467,N05AH03
041289479,N05AH03
041289481,N05AH03
041290014,A10BX02
041290026,A10BX02
041290038,A10BX02
041290040,A10BX02
041290053,A10BX02
041290065,A10BX02
041290077,A10BX02
041290089,A10BX02
041290091,A10BX02
041290103,A10BX02
041290115,A10BX02
041290127,A10BX02
041290139,A10BX02
041311465,C09DA04
041311477,C09DA04
041311489,C09DA04
041311491,C09DA04
041311503,C09DA04
041311515,C09DA04
041311527,C09DA04
041311539,C09DA04
041311541,C09DA04
041311554,C09DA04
041339134,N05AE04
041339146,N05AE04
041339159,N05AE04
041339161,N05AE04
041339173,N05AE04
041339185,N05AE04
041339197,N05AE04
041339209,N05AE04
041339211,N05AE04
041339223,N05AE04
041339235,N05AE04
041339247,N05AE04
041339250,N05AE04
041339262,N05AE04
041339274,N05AE04
041339286,N05AE04
041339298,N05AE04
041339300,N05AE04
041339312,N05AE04
041339324,N05AE04
041339336,N05AE04
041339348,N05AE04
041339351,N05AE04
041442361,C09CA03
041442373,C09CA03
041442385,C09CA03
041442397,C09CA03
041442409,C09CA03
041442411,C09CA03
041442423,C09CA03
041442435,C09CA03
041442447,C09CA03
041442450,C09CA03
041442462,C09CA03
041442474,C09CA03
041442486,C09CA03
041442498,C09CA03
041442500,C09CA03
041442512,C09CA03
041373162,J01DD13
041373174,J01DD13
041373186,J01DD13
041374012,N01BB09
041374024,N01BB09
041374036,N01BB09
041374048,N01BB09
041374051,N01BB09
041374063,N01BB09
041374075,N01BB09
041374087,N01BB09
041374099,N01BB09
041374101,N01BB09
041374113,N01BB09
041374125,N01BB09
041374137,N01BB09
041374149,N01BB09
041375015,S01EE01
041392059,C09DA01
041392061,C09DA01
041392073,C09DA01
041392085,C09DA01
041392097,C09DA01
041392109,C09DA01
041392111,C09DA01
041392123,C09DA01
041392135,C09DA01
041392147,C09DA01
041409374,C09CA07
041409386,C09CA07
041409398,C09CA07
041409400,C09CA07
041409412,C09CA07
041409424,C09CA07
041409436,C09CA07
041410010,A04AA01
041410022,A04AA01
041410034,A04AA01
041410046,A04AA01
041411012,D01AC02
041411024,D01AC02
041411036,D01AC02
041411048,D01AC02
041412014,N05BB01
041413016,N05BB01
041442524,C09CA03
041442536,C09CA03
041442548,C09CA03
041442551,C09CA03
041442563,C09CA03
041442575,C09CA03
041442587,C09CA03
041442599,C09CA03
041442601,C09CA03
041442613,C09CA03
041442625,C09CA03
041442637,C09CA03
041442649,C09CA03
041442652,C09CA03
041442664,C09CA03
041442676,C09CA03
041442688,C09CA03
041375027,S01EE01
041375039,S01EE01
041376017,C09CA06
041376029,C09CA06
041376031,C09CA06
041376043,C09CA06
041376056,C09CA06
041376068,C09CA06
041376070,C09CA06
041376082,C09CA06
041376094,C09CA06
041376106,C09CA06
041376118,C09CA06
041376120,C09CA06
041376132,C09CA06
041376144,C09CA06
041392150,C09DA01
041392162,C09DA01
041392174,C09DA01
041392186,C09DA01
041392198,C09DA01
041392200,C09DA01
041392212,C09DA01
041392224,C09DA01
041392236,C09DA01
041392248,C09DA01
041414018,G03AA10
041415011,G03AA10
041416013,G03AA10
041417015,A02AF02
041417027,A02AF02
041418017,M02AA19
041419019,M02AA19
041420011,G03AA12
041421013,D07CC01
041422015,D07CC01
041423017,G03AA09
041424019,G03AA10
041425012,A07FA
041426014,S01CA01
041426026,S01CA01
035397708,A02BA02
041341049,C09CA06
041341052,C09CA06
041341064,C09CA06
041341076,C09CA06
041341088,C09CA06
041341090,C09CA06
041341102,C09CA06
041341114,C09CA06
041341126,C09CA06
041341138,C09CA06
041341140,C09CA06
041341153,C09CA06
041341165,C09CA06
041341177,C09CA06
041376157,C09CA06
041376169,C09CA06
041376171,C09CA06
041376183,C09CA06
041376195,C09CA06
041376207,C09CA06
041376219,C09CA06
041376221,C09CA06
041376233,C09CA06
041376245,C09CA06
041376258,C09CA06
041376260,C09CA06
041376272,C09CA06
041376284,C09CA06
041376296,C09CA06
041376308,C09CA06
041392251,C09DA01
041392263,C09DA01
041392275,C09DA01
041392287,C09DA01
041392299,C09DA01
041392301,C09DA01
041392313,C09DA01
041392325,C09DA01
041392337,C09DA01
041392349,C09DA01
041426038,S01CA01
041426040,S01CA01
041426053,S01CA01
041427016,L02BX03
041427028,L02BX03
041427030,L02BX03
041428018,J01MA12
041428020,J01MA12
041428032,J01MA12
041428044,J01MA12
041428057,J01MA12
041428069,J01MA12
041428071,J01MA12
041428083,J01MA12
041428095,J01MA12
041428107,J01MA12
041428119,J01MA12
041428121,J01MA12
041341189,C09CA06
041341191,C09CA06
041341203,C09CA06
041341215,C09CA06
041341227,C09CA06
041341239,C09CA06
041341241,C09CA06
041341254,C09CA06
041341266,C09CA06
041341278,C09CA06
041341280,C09CA06
041341292,C09CA06
041341304,C09CA06
041341316,C09CA06
041341328,C09CA06
041376310,C09CA06
041376322,C09CA06
041376334,C09CA06
041376346,C09CA06
041376359,C09CA06
041376361,C09CA06
041376373,C09CA06
041376385,C09CA06
041376397,C09CA06
041376409,C09CA06
041376411,C09CA06
041376423,C09CA06
041376435,C09CA06
041376447,C09CA06
041376450,C09CA06
041376462,C09CA06
041392352,C09DA01
041392364,C09DA01
041392376,C09DA01
041392388,C09DA01
041392390,C09DA01
041392402,C09DA01
041392414,C09DA01
041392426,C09DA01
041393012,D06BB10
041393024,D06BB10
041394014,N01BB03
041395017,J01FA09
041428133,J01MA12
041428145,J01MA12
041428158,J01MA12
041428160,J01MA12
041428172,J01MA12
041428184,J01MA12
041429010,S01EE01
041429022,S01EE01
041429034,S01EE01
041429046,S01EE01
041429059,S01EE01
041429061,S01EE01
041430012,V09FX01
041430024,V09FX01
041430036,V09FX01
041430048,V09FX01
041342015,L04AA06
041342027,L04AA06
041344019,H01CB02
041344021,H01CB02
041344033,H01CB02
041344045,H01CB02
041345012,G03AA12
041345024,G03AA12
041345036,G03AA12
041345048,G03AA12
041346014,G03AA12
041346026,G03AA12
041346038,G03AA12
041346040,G03AA12
041347016,G03AA12
041376474,C09CA06
041376486,C09CA06
041376498,C09CA06
041376500,C09CA06
041376512,C09CA06
041376524,C09CA06
041376536,C09CA06
041376548,C09CA06
041376551,C09CA06
041376563,C09CA06
041376575,C09CA06
041376587,C09CA06
041376599,C09CA06
041376601,C09CA06
041376613,C09CA06
041377019,M05BA07
041395029,J01FA09
041395031,J01FA09
041395043,J01FA09
041395056,J01FA09
041395068,J01FA09
041395070,J01FA09
041395082,J01FA09
041396019,N03AX14
041396021,N03AX14
041396033,N03AX14
041396045,N03AX14
041396058,N03AX14
041396060,N03AX14
041396072,N03AX14
041396084,N03AX14
041396096,N03AX14
041396108,N03AX14
041396110,N03AX14
041396122,N03AX14
041396134,N03AX14
041396146,N03AX14
041396159,N03AX14
041430051,V09FX01
041430063,V09FX01
041430075,V09FX01
041430087,V09FX01
041430099,V09FX01
041430101,V09FX01
041431014,N07CA01
041431026,N07CA01
041431038,N07CA01
041431040,N07CA01
041431053,N07CA01
041431065,N07CA01
041431077,N07CA01
041431089,N07CA01
041431091,N07CA01
041431103,N07CA01
041431115,N07CA01
041431127,N07CA01
041431139,N07CA01
041431141,N07CA01
041347028,G03AA12
041347030,G03AA12
041347042,G03AA12
041348018,G03DA04
041348020,G03DA04
041348032,G03DA04
041348044,G03DA04
041348057,G03DA04
041348069,G03DA04
041349010,C01DX16
041349022,C01DX16
041349034,C01DX16
041349046,C01DX16
041349059,C01DX16
041349061,C01DX16
041350012,C01DX16
041350024,C01DX16
041350036,C01DX16
041377021,M05BA07
041377033,M05BA07
041377045,M05BA07
041377058,M05BA07
041377060,M05BA07
041377072,M05BA07
041377084,M05BA07
041377096,M05BA07
041377108,M05BA07
041377110,M05BA07
041377122,M05BA07
041378011,M05BA07
041378023,M05BA07
041378035,M05BA07
041378047,M05BA07
041378050,M05BA07
041396161,N03AX14
041396173,N03AX14
041396185,N03AX14
041396197,N03AX14
041396209,N03AX14
041396211,N03AX14
041396223,N03AX14
041396235,N03AX14
041396247,N03AX14
041396250,N03AX14
041396262,N03AX14
041396274,N03AX14
041396286,N03AX14
041396298,N03AX14
041396300,N03AX14
041396312,N03AX14
041396324,N03AX14
041397086,L01XE10
041397098,L01XE10
041397100,L01XE10
041397112,L01XE10
041397124,L01XE10
041431154,N07CA01
041431166,N07CA01
041431178,N07CA01
041431180,N07CA01
041431192,N07CA01
041431204,N07CA01
041431216,N07CA01
041431228,N07CA01
041432016,N02BE01
041432028,N02BE01
041432030,N02BE01
041432042,N02BE01
041432055,N02BE01
041432067,N02BE01
041432079,N02BE01
041432081,N02BE01
041432093,N02BE01
041432105,N02BE01
041432117,N02BE01
041432129,N02BE01
041433018,R05CB01
041350048,C01DX16
041350051,C01DX16
041350063,C01DX16
041351014,N02CC04
041351026,N02CC04
041351038,N02CC04
041351040,N02CC04
041351053,N02CC04
041351065,N02CC04
041351077,N02CC04
041351089,N02CC04
041351091,N02CC04
041351103,N02CC04
041351115,N02CC04
041351127,N02CC04
041351139,N02CC04
041351141,N02CC04
041352016,B01AC04
041352028,B01AC04
041352030,B01AC04
041352042,B01AC04
041379013,C09DA06
041379025,C09DA06
041379037,C09DA06
041379049,C09DA06
041379052,C09DA06
041379064,C09DA06
041379076,C09DA06
041379088,C09DA06
041379090,C09DA06
041379102,C09DA06
041397136,L01XE10
041397148,L01XE10
041397151,L01XE10
041397163,L01XE10
041398013,L02BG06
041398025,L02BG06
041399015,C10AA05
041399027,C10AA05
041399039,C10AA05
041399041,C10AA05
041399054,C10AA05
041399066,C10AA05
041399078,C10AA05
041399080,C10AA05
041399092,C10AA05
041399104,C10AA05
041399116,C10AA05
041399128,C10AA05
041434010,R01AD12
041434022,R01AD12
041435013,A08AB01
041436015,C09DA04
041436027,C09DA04
041436039,C09DA04
041436041,C09DA04
041436054,C09DA04
041436066,C09DA04
041436078,C09DA04
041436080,C09DA04
041352055,B01AC04
041352067,B01AC04
041352079,B01AC04
041352081,B01AC04
041352093,B01AC04
041352105,B01AC04
041352117,B01AC04
